汉字,笔顺,名称,UCS,image_paths
蕹,1 2 2 4 1 5 5 3 3 2 4 1 1 1 2 1,7844,08579,"pic/noto_serif/蕹.png,pic/source_han_sans/蕹.png,pic/AlibabaPuHuiTi/蕹.png,pic/kaiti/蕹.png,pic/hanyi_senty_wen/蕹.png"
橞,1 2 3 4 1 2 5 1 1 2 1 4 4 5 4 4,7845,06A5E,"pic/noto_serif/橞.png,pic/source_han_sans/橞.png,pic/AlibabaPuHuiTi/橞.png,pic/kaiti/橞.png,pic/hanyi_senty_wen/橞.png"
橑,1 2 3 4 1 3 4 4 3 2 5 1 1 2 3 4,7846,06A51,"pic/noto_serif/橑.png,pic/source_han_sans/橑.png,pic/AlibabaPuHuiTi/橑.png,pic/kaiti/橑.png,pic/hanyi_senty_wen/橑.png"
橦,1 2 3 4 4 1 4 3 1 2 5 1 1 2 1 1,7847,06A66,"pic/noto_serif/橦.png,pic/source_han_sans/橦.png,pic/AlibabaPuHuiTi/橦.png,pic/kaiti/橦.png,pic/hanyi_senty_wen/橦.png"
醑,1 2 5 3 5 1 1 5 2 1 3 4 2 5 1 1,7848,09191,"pic/noto_serif/醑.png,pic/source_han_sans/醑.png,pic/AlibabaPuHuiTi/醑.png,pic/kaiti/醑.png,pic/hanyi_senty_wen/醑.png"
觱,1 3 1 2 5 1 5 3 4 3 5 3 5 1 1 2,7849,089F1,"pic/noto_serif/觱.png,pic/source_han_sans/觱.png,pic/AlibabaPuHuiTi/觱.png,pic/kaiti/觱.png,pic/hanyi_senty_wen/觱.png"
磡,1 3 2 5 1 1 2 2 1 1 1 3 4 5 5 3,7850,078E1,"pic/noto_serif/磡.png,pic/source_han_sans/磡.png,pic/AlibabaPuHuiTi/磡.png,pic/kaiti/磡.png,pic/hanyi_senty_wen/磡.png"
𥕢,1 3 2 5 1 1 2 5 1 2 2 1 2 5 1 1,7851,25562,"pic/noto_serif/𥕢.png,pic/source_han_sans/𥕢.png,pic/AlibabaPuHuiTi/𥕢.png,pic/kaiti/𥕢.png,pic/hanyi_senty_wen/𥕢.png"
磜,1 3 2 5 1 3 5 4 4 5 4 1 1 2 3 4,7852,078DC,"pic/noto_serif/磜.png,pic/source_han_sans/磜.png,pic/AlibabaPuHuiTi/磜.png,pic/kaiti/磜.png,pic/hanyi_senty_wen/磜.png"
豮,1 3 5 3 3 3 4 1 2 1 2 2 2 5 3 4,7853,08C6E,"pic/noto_serif/豮.png,pic/source_han_sans/豮.png,pic/AlibabaPuHuiTi/豮.png,pic/kaiti/豮.png,pic/hanyi_senty_wen/豮.png"
𫟦,1 5 2 1 4 3 1 3 5 3 3 3 4 4 5 4,7854,2B7E6,"pic/noto_serif/𫟦.png,pic/source_han_sans/𫟦.png,pic/AlibabaPuHuiTi/𫟦.png,pic/kaiti/𫟦.png,pic/hanyi_senty_wen/𫟦.png"
𬺈,2 1 2 1 3 4 5 2 1 3 4 1 2 5 1 2,7855,2CE88,"pic/noto_serif/𬺈.png,pic/source_han_sans/𬺈.png,pic/AlibabaPuHuiTi/𬺈.png,pic/kaiti/𬺈.png,pic/hanyi_senty_wen/𬺈.png"
𫠜,2 1 2 1 3 4 5 2 3 2 1 5 1 1 3 5,7856,2B81C,"pic/noto_serif/𫠜.png,pic/source_han_sans/𫠜.png,pic/AlibabaPuHuiTi/𫠜.png,pic/kaiti/𫠜.png,pic/hanyi_senty_wen/𫠜.png"
鹾,2 1 2 5 3 4 1 4 3 1 1 1 3 1 2 1,7857,09E7E,"pic/noto_serif/鹾.png,pic/source_han_sans/鹾.png,pic/AlibabaPuHuiTi/鹾.png,pic/kaiti/鹾.png,pic/hanyi_senty_wen/鹾.png"
虤,2 1 5 3 1 5 3 5 2 1 5 3 1 5 3 5,7858,08664,"pic/noto_serif/虤.png,pic/source_han_sans/虤.png,pic/AlibabaPuHuiTi/虤.png,pic/kaiti/虤.png,pic/hanyi_senty_wen/虤.png"
暿,2 5 1 1 1 2 1 2 5 1 4 3 1 2 5 1,7859,066BF,"pic/noto_serif/暿.png,pic/source_han_sans/暿.png,pic/AlibabaPuHuiTi/暿.png,pic/kaiti/暿.png,pic/hanyi_senty_wen/暿.png"
曌,2 5 1 1 3 5 1 1 4 4 5 3 4 1 2 1,7860,066CC,"pic/noto_serif/曌.png,pic/source_han_sans/曌.png,pic/AlibabaPuHuiTi/曌.png,pic/kaiti/曌.png,pic/hanyi_senty_wen/曌.png"
曈,2 5 1 1 4 1 4 3 1 2 5 1 1 2 1 1,7861,066C8,"pic/noto_serif/曈.png,pic/source_han_sans/曈.png,pic/AlibabaPuHuiTi/曈.png,pic/kaiti/曈.png,pic/hanyi_senty_wen/曈.png"
㬚,2 5 1 1 4 1 5 4 2 5 1 1 3 1 3 4,7862,03B1A,"pic/noto_serif/㬚.png,pic/source_han_sans/㬚.png,pic/AlibabaPuHuiTi/㬚.png,pic/kaiti/㬚.png,pic/hanyi_senty_wen/㬚.png"
蹅,2 5 1 2 1 2 1 1 2 3 4 2 5 1 1 1,7863,08E45,"pic/noto_serif/蹅.png,pic/source_han_sans/蹅.png,pic/AlibabaPuHuiTi/蹅.png,pic/kaiti/蹅.png,pic/hanyi_senty_wen/蹅.png"
踶,2 5 1 2 1 2 1 2 5 1 1 1 2 1 3 4,7864,08E36,"pic/noto_serif/踶.png,pic/source_han_sans/踶.png,pic/AlibabaPuHuiTi/踶.png,pic/kaiti/踶.png,pic/hanyi_senty_wen/踶.png"
䗛,2 5 1 2 1 4 3 2 2 3 5 4 2 5 1 1,7865,045DB,"pic/noto_serif/䗛.png,pic/source_han_sans/䗛.png,pic/AlibabaPuHuiTi/䗛.png,pic/kaiti/䗛.png,pic/hanyi_senty_wen/䗛.png"
螗,2 5 1 2 1 4 4 1 3 5 1 1 2 2 5 1,7866,08797,"pic/noto_serif/螗.png,pic/source_han_sans/螗.png,pic/AlibabaPuHuiTi/螗.png,pic/kaiti/螗.png,pic/hanyi_senty_wen/螗.png"
疁,2 5 1 2 1 5 4 1 5 4 1 3 4 3 3 3,7867,07581,"pic/noto_serif/疁.png,pic/source_han_sans/疁.png,pic/AlibabaPuHuiTi/疁.png,pic/kaiti/疁.png,pic/hanyi_senty_wen/疁.png"
㠓,2 5 2 1 2 2 4 5 1 1 3 5 3 3 3 4,7868,03813,"pic/noto_serif/㠓.png,pic/source_han_sans/㠓.png,pic/AlibabaPuHuiTi/㠓.png,pic/kaiti/㠓.png,pic/hanyi_senty_wen/㠓.png"
幪,2 5 2 1 2 2 4 5 1 1 3 5 3 3 3 4,7869,05E6A,"pic/noto_serif/幪.png,pic/source_han_sans/幪.png,pic/AlibabaPuHuiTi/幪.png,pic/kaiti/幪.png,pic/hanyi_senty_wen/幪.png"
𪩘,2 5 2 1 2 2 5 4 3 1 1 2 1 3 4 4,7870,2AA58,"pic/noto_serif/𪩘.png,pic/source_han_sans/𪩘.png,pic/AlibabaPuHuiTi/𪩘.png,pic/kaiti/𪩘.png,pic/hanyi_senty_wen/𪩘.png"
嶦,2 5 2 3 5 1 3 3 4 4 1 1 1 2 5 1,7871,05DA6,"pic/noto_serif/嶦.png,pic/source_han_sans/嶦.png,pic/AlibabaPuHuiTi/嶦.png,pic/kaiti/嶦.png,pic/hanyi_senty_wen/嶦.png"
𬭬,3 1 1 1 5 1 1 1 2 1 1 1 2 5 1 1,7872,2CB6C,"pic/noto_serif/𬭬.png,pic/source_han_sans/𬭬.png,pic/AlibabaPuHuiTi/𬭬.png,pic/kaiti/𬭬.png,pic/hanyi_senty_wen/𬭬.png"
𨱑,3 1 1 1 5 1 2 2 1 2 5 1 2 1 3 4,7873,28C51,"pic/noto_serif/𨱑.png,pic/source_han_sans/𨱑.png,pic/AlibabaPuHuiTi/𨱑.png,pic/kaiti/𨱑.png,pic/hanyi_senty_wen/𨱑.png"
𬭯,3 1 1 1 5 4 3 2 5 2 3 4 3 1 3 4,7874,2CB6F,"pic/noto_serif/𬭯.png,pic/source_han_sans/𬭯.png,pic/AlibabaPuHuiTi/𬭯.png,pic/kaiti/𬭯.png,pic/hanyi_senty_wen/𬭯.png"
馞,3 1 2 3 4 2 5 1 1 1 2 4 5 5 2 1,7875,0999E,"pic/noto_serif/馞.png,pic/source_han_sans/馞.png,pic/AlibabaPuHuiTi/馞.png,pic/kaiti/馞.png,pic/hanyi_senty_wen/馞.png"
穄,3 1 2 3 4 3 5 4 4 5 4 1 1 2 3 4,7876,07A44,"pic/noto_serif/穄.png,pic/source_han_sans/穄.png,pic/AlibabaPuHuiTi/穄.png,pic/kaiti/穄.png,pic/hanyi_senty_wen/穄.png"
篚,3 1 4 3 1 4 1 2 1 1 1 2 1 1 1 5,7877,07BDA,"pic/noto_serif/篚.png,pic/source_han_sans/篚.png,pic/AlibabaPuHuiTi/篚.png,pic/kaiti/篚.png,pic/hanyi_senty_wen/篚.png"
篯,3 1 4 3 1 4 3 1 1 1 5 1 1 5 3 4,7878,07BEF,"pic/noto_serif/篯.png,pic/source_han_sans/篯.png,pic/AlibabaPuHuiTi/篯.png,pic/kaiti/篯.png,pic/hanyi_senty_wen/篯.png"
簉,3 1 4 3 1 4 3 1 2 1 2 5 1 4 5 4,7879,07C09,"pic/noto_serif/簉.png,pic/source_han_sans/簉.png,pic/AlibabaPuHuiTi/簉.png,pic/kaiti/簉.png,pic/hanyi_senty_wen/簉.png"
鼽,3 2 5 1 1 1 2 5 1 2 1 1 3 2 3 5,7880,09F3D,"pic/noto_serif/鼽.png,pic/source_han_sans/鼽.png,pic/AlibabaPuHuiTi/鼽.png,pic/kaiti/鼽.png,pic/hanyi_senty_wen/鼽.png"
衠,3 3 2 1 2 2 5 1 1 1 1 3 4 1 1 2,7881,08860,"pic/noto_serif/衠.png,pic/source_han_sans/衠.png,pic/AlibabaPuHuiTi/衠.png,pic/kaiti/衠.png,pic/hanyi_senty_wen/衠.png"
盦,3 4 4 5 1 2 5 3 5 1 1 2 5 2 2 1,7882,076E6,"pic/noto_serif/盦.png,pic/source_han_sans/盦.png,pic/AlibabaPuHuiTi/盦.png,pic/kaiti/盦.png,pic/hanyi_senty_wen/盦.png"
螣,3 5 1 1 4 3 1 1 3 4 2 5 1 2 1 4,7883,087A3,"pic/noto_serif/螣.png,pic/source_han_sans/螣.png,pic/AlibabaPuHuiTi/螣.png,pic/kaiti/螣.png,pic/hanyi_senty_wen/螣.png"
縢,3 5 1 1 4 3 1 1 3 4 5 5 4 2 3 4,7884,07E22,"pic/noto_serif/縢.png,pic/source_han_sans/縢.png,pic/AlibabaPuHuiTi/縢.png,pic/kaiti/縢.png,pic/hanyi_senty_wen/縢.png"
鲭,3 5 2 5 1 2 1 1 1 1 2 1 2 5 1 1,7885,09CAD,"pic/noto_serif/鲭.png,pic/source_han_sans/鲭.png,pic/AlibabaPuHuiTi/鲭.png,pic/kaiti/鲭.png,pic/hanyi_senty_wen/鲭.png"
鲯,3 5 2 5 1 2 1 1 1 2 2 1 1 1 3 4,7886,09CAF,"pic/noto_serif/鲯.png,pic/source_han_sans/鲯.png,pic/AlibabaPuHuiTi/鲯.png,pic/kaiti/鲯.png,pic/hanyi_senty_wen/鲯.png"
鲰,3 5 2 5 1 2 1 1 1 2 2 1 1 1 5 4,7887,09CB0,"pic/noto_serif/鲰.png,pic/source_han_sans/鲰.png,pic/AlibabaPuHuiTi/鲰.png,pic/kaiti/鲰.png,pic/hanyi_senty_wen/鲰.png"
鲺,3 5 2 5 1 2 1 1 5 3 2 5 1 2 1 4,7888,09CBA,"pic/noto_serif/鲺.png,pic/source_han_sans/鲺.png,pic/AlibabaPuHuiTi/鲺.png,pic/kaiti/鲺.png,pic/hanyi_senty_wen/鲺.png"
鲹,3 5 2 5 1 2 1 1 5 4 1 3 4 3 3 3,7889,09CB9,"pic/noto_serif/鲹.png,pic/source_han_sans/鲹.png,pic/AlibabaPuHuiTi/鲹.png,pic/kaiti/鲹.png,pic/hanyi_senty_wen/鲹.png"
𫗴,3 5 5 4 1 2 5 2 5 1 1 2 5 1 1 1,7890,2B5F4,"pic/noto_serif/𫗴.png,pic/source_han_sans/𫗴.png,pic/AlibabaPuHuiTi/𫗴.png,pic/kaiti/𫗴.png,pic/hanyi_senty_wen/𫗴.png"
亸,4 1 2 5 1 5 2 1 4 3 2 5 1 1 1 2,7891,04EB8,"pic/noto_serif/亸.png,pic/source_han_sans/亸.png,pic/AlibabaPuHuiTi/亸.png,pic/kaiti/亸.png,pic/hanyi_senty_wen/亸.png"
癀,4 1 3 4 1 1 2 2 1 2 5 1 2 1 3 4,7892,07640,"pic/noto_serif/癀.png,pic/source_han_sans/癀.png,pic/AlibabaPuHuiTi/癀.png,pic/kaiti/癀.png,pic/hanyi_senty_wen/癀.png"
瘭,4 1 3 4 1 1 2 5 2 2 1 1 1 2 3 4,7893,0762D,"pic/noto_serif/瘭.png,pic/source_han_sans/瘭.png,pic/AlibabaPuHuiTi/瘭.png,pic/kaiti/瘭.png,pic/hanyi_senty_wen/瘭.png"
𬸦,4 1 5 3 3 1 3 1 1 3 4 3 5 4 5 1,7894,2CE26,"pic/noto_serif/𬸦.png,pic/source_han_sans/𬸦.png,pic/AlibabaPuHuiTi/𬸦.png,pic/kaiti/𬸦.png,pic/hanyi_senty_wen/𬸦.png"
羱,4 3 1 1 1 3 1 3 3 2 5 1 1 2 3 4,7895,07FB1,"pic/noto_serif/羱.png,pic/source_han_sans/羱.png,pic/AlibabaPuHuiTi/羱.png,pic/kaiti/羱.png,pic/hanyi_senty_wen/羱.png"
糒,4 3 1 2 3 4 1 2 2 1 3 2 5 1 1 2,7896,07CD2,"pic/noto_serif/糒.png,pic/source_han_sans/糒.png,pic/AlibabaPuHuiTi/糒.png,pic/kaiti/糒.png,pic/hanyi_senty_wen/糒.png"
燋,4 3 3 4 3 2 4 1 1 1 2 1 4 4 4 4,7897,071CB,"pic/noto_serif/燋.png,pic/source_han_sans/燋.png,pic/AlibabaPuHuiTi/燋.png,pic/kaiti/燋.png,pic/hanyi_senty_wen/燋.png"
熻,4 3 3 4 3 4 1 2 5 1 5 4 1 5 4 1,7898,071BB,"pic/noto_serif/熻.png,pic/source_han_sans/熻.png,pic/AlibabaPuHuiTi/熻.png,pic/kaiti/熻.png,pic/hanyi_senty_wen/熻.png"
燊,4 3 3 4 4 3 3 4 4 3 3 4 1 2 3 4,7899,071CA,"pic/noto_serif/燊.png,pic/source_han_sans/燊.png,pic/AlibabaPuHuiTi/燊.png,pic/kaiti/燊.png,pic/hanyi_senty_wen/燊.png"
燚,4 3 3 4 4 3 3 4 4 3 3 4 4 3 3 4,7900,071DA,"pic/noto_serif/燚.png,pic/source_han_sans/燚.png,pic/AlibabaPuHuiTi/燚.png,pic/kaiti/燚.png,pic/hanyi_senty_wen/燚.png"
燏,4 3 3 4 5 4 5 2 3 2 5 3 4 2 5 1,7901,071CF,"pic/noto_serif/燏.png,pic/source_han_sans/燏.png,pic/AlibabaPuHuiTi/燏.png,pic/kaiti/燏.png,pic/hanyi_senty_wen/燏.png"
濩,4 4 1 1 2 2 3 2 4 1 1 1 2 1 5 4,7902,06FE9,"pic/noto_serif/濩.png,pic/source_han_sans/濩.png,pic/AlibabaPuHuiTi/濩.png,pic/kaiti/濩.png,pic/hanyi_senty_wen/濩.png"
濋,4 4 1 1 2 3 4 1 2 3 4 5 2 1 3 4,7903,06FCB,"pic/noto_serif/濋.png,pic/source_han_sans/濋.png,pic/AlibabaPuHuiTi/濋.png,pic/kaiti/濋.png,pic/hanyi_senty_wen/濋.png"
澪,4 4 1 1 4 5 2 4 4 4 4 3 4 4 5 4,7904,06FAA,"pic/noto_serif/澪.png,pic/source_han_sans/澪.png,pic/AlibabaPuHuiTi/澪.png,pic/kaiti/澪.png,pic/hanyi_senty_wen/澪.png"
澽,4 4 1 2 1 5 3 1 5 1 3 5 3 3 3 4,7905,06FBD,"pic/noto_serif/澽.png,pic/source_han_sans/澽.png,pic/AlibabaPuHuiTi/澽.png,pic/kaiti/澽.png,pic/hanyi_senty_wen/澽.png"
澴,4 4 1 2 5 2 2 1 1 2 5 1 3 5 3 4,7906,06FB4,"pic/noto_serif/澴.png,pic/source_han_sans/澴.png,pic/AlibabaPuHuiTi/澴.png,pic/kaiti/澴.png,pic/hanyi_senty_wen/澴.png"
澭,4 4 1 4 1 5 5 3 3 2 4 1 1 1 2 1,7907,06FAD,"pic/noto_serif/澭.png,pic/source_han_sans/澭.png,pic/AlibabaPuHuiTi/澭.png,pic/kaiti/澭.png,pic/hanyi_senty_wen/澭.png"
澼,4 4 1 5 1 3 2 5 1 4 1 4 3 1 1 2,7908,06FBC,"pic/noto_serif/澼.png,pic/source_han_sans/澼.png,pic/AlibabaPuHuiTi/澼.png,pic/kaiti/澼.png,pic/hanyi_senty_wen/澼.png"
憷,4 4 2 1 2 3 4 1 2 3 4 5 2 1 3 4,7909,061B7,"pic/noto_serif/憷.png,pic/source_han_sans/憷.png,pic/AlibabaPuHuiTi/憷.png,pic/kaiti/憷.png,pic/hanyi_senty_wen/憷.png"
憺,4 4 2 3 5 1 3 3 4 4 1 1 1 2 5 1,7910,061BA,"pic/noto_serif/憺.png,pic/source_han_sans/憺.png,pic/AlibabaPuHuiTi/憺.png,pic/kaiti/憺.png,pic/hanyi_senty_wen/憺.png"
懔,4 4 2 4 1 2 5 2 5 1 1 1 1 2 3 4,7911,061D4,"pic/noto_serif/懔.png,pic/source_han_sans/懔.png,pic/AlibabaPuHuiTi/懔.png,pic/kaiti/懔.png,pic/hanyi_senty_wen/懔.png"
黉,4 4 3 4 5 1 2 2 1 2 5 1 2 1 3 4,7912,09EC9,"pic/noto_serif/黉.png,pic/source_han_sans/黉.png,pic/AlibabaPuHuiTi/黉.png,pic/kaiti/黉.png,pic/hanyi_senty_wen/黉.png"
嬛,5 3 1 2 5 2 2 1 1 2 5 1 3 5 3 4,7913,05B1B,"pic/noto_serif/嬛.png,pic/source_han_sans/嬛.png,pic/AlibabaPuHuiTi/嬛.png,pic/kaiti/嬛.png,pic/hanyi_senty_wen/嬛.png"
鹨,5 4 1 5 4 1 3 4 3 3 3 3 5 4 5 1,7914,09E68,"pic/noto_serif/鹨.png,pic/source_han_sans/鹨.png,pic/AlibabaPuHuiTi/鹨.png,pic/kaiti/鹨.png,pic/hanyi_senty_wen/鹨.png"
翯,5 4 1 5 4 1 4 1 2 5 1 2 5 2 5 1,7915,07FEF,"pic/noto_serif/翯.png,pic/source_han_sans/翯.png,pic/AlibabaPuHuiTi/翯.png,pic/kaiti/翯.png,pic/hanyi_senty_wen/翯.png"
𫄷,5 5 1 4 1 4 3 1 2 5 1 1 4 5 4 4,7916,2B137,"pic/noto_serif/𫄷.png,pic/source_han_sans/𫄷.png,pic/AlibabaPuHuiTi/𫄷.png,pic/kaiti/𫄷.png,pic/hanyi_senty_wen/𫄷.png"
璱,1 1 2 1 1 1 2 1 1 1 2 1 4 5 4 3 4,7917,074B1,"pic/noto_serif/璱.png,pic/source_han_sans/璱.png,pic/AlibabaPuHuiTi/璱.png,pic/kaiti/璱.png,pic/hanyi_senty_wen/璱.png"
𤩽,1 1 2 1 1 2 2 5 4 3 1 1 2 1 3 4 4,7918,24A7D,"pic/noto_serif/𤩽.png,pic/source_han_sans/𤩽.png,pic/AlibabaPuHuiTi/𤩽.png,pic/kaiti/𤩽.png,pic/hanyi_senty_wen/𤩽.png"
璬,1 1 2 1 3 2 5 1 1 4 1 5 3 3 1 3 4,7919,074AC,"pic/noto_serif/璬.png,pic/source_han_sans/璬.png,pic/AlibabaPuHuiTi/璬.png,pic/kaiti/璬.png,pic/hanyi_senty_wen/璬.png"
璮,1 1 2 1 4 1 2 5 2 5 1 1 2 5 1 1 1,7920,074AE,"pic/noto_serif/璮.png,pic/source_han_sans/璮.png,pic/AlibabaPuHuiTi/璮.png,pic/kaiti/璮.png,pic/hanyi_senty_wen/璮.png"
髽,1 2 1 1 1 5 4 3 3 3 3 4 3 4 1 2 1,7921,09AFD,"pic/noto_serif/髽.png,pic/source_han_sans/髽.png,pic/AlibabaPuHuiTi/髽.png,pic/kaiti/髽.png,pic/hanyi_senty_wen/髽.png"
擿,1 2 1 4 1 4 3 2 5 1 2 2 5 1 4 5 4,7922,064FF,"pic/noto_serif/擿.png,pic/source_han_sans/擿.png,pic/AlibabaPuHuiTi/擿.png,pic/kaiti/擿.png,pic/hanyi_senty_wen/擿.png"
薿,1 2 2 3 5 3 1 1 3 4 5 4 5 2 1 3 4,7923,085BF,"pic/noto_serif/薿.png,pic/source_han_sans/薿.png,pic/AlibabaPuHuiTi/薿.png,pic/kaiti/薿.png,pic/hanyi_senty_wen/薿.png"
薸,1 2 2 4 4 1 1 2 5 2 2 1 1 1 2 3 4,7924,085B8,"pic/noto_serif/薸.png,pic/source_han_sans/薸.png,pic/AlibabaPuHuiTi/薸.png,pic/kaiti/薸.png,pic/hanyi_senty_wen/薸.png"
檑,1 2 3 4 1 4 5 2 4 4 4 4 2 5 1 2 1,7925,06A91,"pic/noto_serif/檑.png,pic/source_han_sans/檑.png,pic/AlibabaPuHuiTi/檑.png,pic/kaiti/檑.png,pic/hanyi_senty_wen/檑.png"
櫆,1 2 3 4 3 2 5 1 1 3 5 5 4 4 4 1 2,7926,06AC6,"pic/noto_serif/櫆.png,pic/source_han_sans/櫆.png,pic/AlibabaPuHuiTi/櫆.png,pic/kaiti/櫆.png,pic/hanyi_senty_wen/櫆.png"
檞,1 2 3 4 3 5 3 5 1 1 2 5 3 3 1 1 2,7927,06A9E,"pic/noto_serif/檞.png,pic/source_han_sans/檞.png,pic/AlibabaPuHuiTi/檞.png,pic/kaiti/檞.png,pic/hanyi_senty_wen/檞.png"
醨,1 2 5 3 5 1 1 4 1 3 4 5 2 2 5 5 4,7928,091A8,"pic/noto_serif/醨.png,pic/source_han_sans/醨.png,pic/AlibabaPuHuiTi/醨.png,pic/kaiti/醨.png,pic/hanyi_senty_wen/醨.png"
繄,1 3 1 1 3 4 5 3 5 5 4 5 5 4 2 3 4,7929,07E44,"pic/noto_serif/繄.png,pic/source_han_sans/繄.png,pic/AlibabaPuHuiTi/繄.png,pic/kaiti/繄.png,pic/hanyi_senty_wen/繄.png"
磹,1 3 2 5 1 1 2 5 2 2 1 2 5 1 1 1 2,7930,078F9,"pic/noto_serif/磹.png,pic/source_han_sans/磹.png,pic/AlibabaPuHuiTi/磹.png,pic/kaiti/磹.png,pic/hanyi_senty_wen/磹.png"
磻,1 3 2 5 1 3 4 3 1 2 3 4 2 5 1 2 1,7931,078FB,"pic/noto_serif/磻.png,pic/source_han_sans/磻.png,pic/AlibabaPuHuiTi/磻.png,pic/kaiti/磻.png,pic/hanyi_senty_wen/磻.png"
瞫,2 5 1 1 1 1 2 5 2 2 1 2 5 1 1 1 2,7932,077AB,"pic/noto_serif/瞫.png,pic/source_han_sans/瞫.png,pic/AlibabaPuHuiTi/瞫.png,pic/kaiti/瞫.png,pic/hanyi_senty_wen/瞫.png"
瞵,2 5 1 1 1 4 3 1 2 3 4 3 5 4 1 5 2,7933,077B5,"pic/noto_serif/瞵.png,pic/source_han_sans/瞵.png,pic/AlibabaPuHuiTi/瞵.png,pic/kaiti/瞵.png,pic/hanyi_senty_wen/瞵.png"
蹐,2 5 1 2 1 2 1 4 1 3 4 3 4 2 5 1 1,7934,08E50,"pic/noto_serif/蹐.png,pic/source_han_sans/蹐.png,pic/AlibabaPuHuiTi/蹐.png,pic/kaiti/蹐.png,pic/hanyi_senty_wen/蹐.png"
蟏,2 5 1 2 1 4 1 2 2 5 1 1 2 3 2 3 4,7935,087CF,"pic/noto_serif/蟏.png,pic/source_han_sans/蟏.png,pic/AlibabaPuHuiTi/蟏.png,pic/kaiti/蟏.png,pic/hanyi_senty_wen/蟏.png"
㘎,2 5 1 4 2 5 5 1 2 2 1 1 1 3 1 3 4,7936,0360E,"pic/noto_serif/㘎.png,pic/source_han_sans/㘎.png,pic/AlibabaPuHuiTi/㘎.png,pic/kaiti/㘎.png,pic/hanyi_senty_wen/㘎.png"
𬭳,3 1 1 1 5 1 2 1 2 5 1 4 3 1 2 5 1,7937,2CB73,"pic/noto_serif/𬭳.png,pic/source_han_sans/𬭳.png,pic/AlibabaPuHuiTi/𬭳.png,pic/kaiti/𬭳.png,pic/hanyi_senty_wen/𬭳.png"
镤,3 1 1 1 5 2 2 4 3 1 4 3 1 1 1 3 4,7938,09564,"pic/noto_serif/镤.png,pic/source_han_sans/镤.png,pic/AlibabaPuHuiTi/镤.png,pic/kaiti/镤.png,pic/hanyi_senty_wen/镤.png"
𬭶,3 1 1 1 5 2 5 4 3 1 2 1 1 4 4 4 4,7939,2CB76,"pic/noto_serif/𬭶.png,pic/source_han_sans/𬭶.png,pic/AlibabaPuHuiTi/𬭶.png,pic/kaiti/𬭶.png,pic/hanyi_senty_wen/𬭶.png"
𫔍,3 1 1 1 5 3 4 3 1 2 3 4 2 5 1 2 1,7940,2B50D,"pic/noto_serif/𫔍.png,pic/source_han_sans/𫔍.png,pic/AlibabaPuHuiTi/𫔍.png,pic/kaiti/𫔍.png,pic/hanyi_senty_wen/𫔍.png"
镥,3 1 1 1 5 3 5 2 5 1 2 1 1 2 5 1 1,7941,09565,"pic/noto_serif/镥.png,pic/source_han_sans/镥.png,pic/AlibabaPuHuiTi/镥.png,pic/kaiti/镥.png,pic/hanyi_senty_wen/镥.png"
镨,3 1 1 1 5 4 3 1 2 2 4 3 1 2 5 1 1,7942,09568,"pic/noto_serif/镨.png,pic/source_han_sans/镨.png,pic/AlibabaPuHuiTi/镨.png,pic/kaiti/镨.png,pic/hanyi_senty_wen/镨.png"
𬭸,3 1 1 1 5 4 3 1 2 3 4 3 5 4 1 5 2,7943,2CB78,"pic/noto_serif/𬭸.png,pic/source_han_sans/𬭸.png,pic/AlibabaPuHuiTi/𬭸.png,pic/kaiti/𬭸.png,pic/hanyi_senty_wen/𬭸.png"
𨱔,3 1 1 1 5 4 3 1 2 5 3 5 1 1 1 2 4,7944,28C54,"pic/noto_serif/𨱔.png,pic/source_han_sans/𨱔.png,pic/AlibabaPuHuiTi/𨱔.png,pic/kaiti/𨱔.png,pic/hanyi_senty_wen/𨱔.png"
𬭼,3 1 1 1 5 4 3 1 3 5 3 3 3 4 4 5 4,7945,2CB7C,"pic/noto_serif/𬭼.png,pic/source_han_sans/𬭼.png,pic/AlibabaPuHuiTi/𬭼.png,pic/kaiti/𬭼.png,pic/hanyi_senty_wen/𬭼.png"
𫔎,3 1 1 1 5 5 4 5 2 3 2 5 3 4 2 5 1,7946,2B50E,"pic/noto_serif/𫔎.png,pic/source_han_sans/𫔎.png,pic/AlibabaPuHuiTi/𫔎.png,pic/kaiti/𫔎.png,pic/hanyi_senty_wen/𫔎.png"
矰,3 1 1 3 4 4 3 2 5 2 4 3 1 2 5 1 1,7947,077F0,"pic/noto_serif/矰.png,pic/source_han_sans/矰.png,pic/AlibabaPuHuiTi/矰.png,pic/kaiti/矰.png,pic/hanyi_senty_wen/矰.png"
穙,3 1 2 3 4 2 2 4 3 1 4 3 1 1 1 3 4,7948,07A59,"pic/noto_serif/穙.png,pic/source_han_sans/穙.png,pic/AlibabaPuHuiTi/穙.png,pic/kaiti/穙.png,pic/hanyi_senty_wen/穙.png"
穜,3 1 2 3 4 4 1 4 3 1 2 5 1 1 2 1 1,7949,07A5C,"pic/noto_serif/穜.png,pic/source_han_sans/穜.png,pic/AlibabaPuHuiTi/穜.png,pic/kaiti/穜.png,pic/hanyi_senty_wen/穜.png"
穟,3 1 2 3 4 4 3 1 3 5 3 3 3 4 4 5 4,7950,07A5F,"pic/noto_serif/穟.png,pic/source_han_sans/穟.png,pic/AlibabaPuHuiTi/穟.png,pic/kaiti/穟.png,pic/hanyi_senty_wen/穟.png"
